policy_index,policy_id,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,recovery_min,extension_share,headway_status,span_status,calendar_status,recovery_status,extension_share_status,production_status,fleet_status,exact_timetable,s8_phase_selected
199,SP2_08901bdd0f93ba,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
200,SP2_ab857cdc98c4cb,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
201,SP2_407de556a8be57,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
202,SP2_4dd10315ff2d33,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
203,SP2_a47860de6da52c,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
204,SP2_d5395e8c5bd9be,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
205,SP2_fa541e7f922933,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
206,SP2_2bda0e9022572b,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
207,SP2_dbdc2ae54a7d88,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
208,SP2_c1b886f3bc8e7c,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
209,SP2_b1d532d84cbcf2,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
210,SP2_9e7a1de383e362,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
211,SP2_3e84c4ff7f38b2,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
212,SP2_109653bc1fe820,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
213,SP2_1b92a7cf2abc8a,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
214,SP2_f5859a6796ccd7,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
215,SP2_8c8ea6e1657ac9,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,0.50,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
216,SP2_33321df5df49ad,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
217,SP2_22e0aa4aae6895,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
218,SP2_cff89209c0472c,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
219,SP2_caa622ad2e79df,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
220,SP2_4aba41d7c21ca7,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
221,SP2_70bb1a5bd46b7d,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
222,SP2_8f8a81b3bc8947,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
223,SP2_76d29e61bd4dd9,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
224,SP2_fb57df2ecb4723,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
225,SP2_c6deacc2c3bc7a,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
226,SP2_22a41ba5629ecb,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
227,SP2_7a2668a0f0870a,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
228,SP2_998a9a8d1a7a70,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
229,SP2_622da700e23fa2,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
230,SP2_47e12cc69923fc,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
231,SP2_e268fe9488923e,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
232,SP2_468308cbd49137,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
233,SP2_fd3e39b3939f39,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
234,SP2_a9379faccd4f1d,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
235,SP2_8a58baa919c821,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
236,SP2_47beec05442264,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
237,SP2_04415603027b5b,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
238,SP2_b29bbb278cf7d9,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
239,SP2_9a9e92879bbfa5,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
240,SP2_13870a6c49dfda,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
241,SP2_faa4b9ae1666b4,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
242,SP2_ab2615d28ba807,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
243,SP2_bc45a2e2c271b5,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
244,SP2_2ea6fabfa85104,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
245,SP2_4be1ff003d3817,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
246,SP2_fd30ad4d112d5b,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,5,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
247,SP2_6d4a3028f86e65,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,10,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
248,SP2_ab983b8e571f5d,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,15,1.00,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE,ASSUMPTION_DESIGN_SPACE_NOT_ACTUAL_CALENDAR,ASSUMPTION_SENSITIVITY,ASSUMPTION_DESIGN_SPACE,MODEL_OUTPUT_CONTINUOUS_CLOCKFACE_PRODUCTION_APPROXIMATION,MODEL_OUTPUT_LOWER_BOUND_NOT_VEHICLE_BLOCK_PLAN,false,false
