cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated
CELL_00348,45.7172,9.4148,281.1,Calco,Calco Centro,32.27,6.23
CELL_00349,45.7172,9.4161,281.6,Calco,Calco Centro,30.773,5.95
CELL_00350,45.7172,9.4174,275.6,Calco,Calco Centro,28.309,5.47
CELL_00351,45.7172,9.4187,261.7,Calco,Arlate,9.283,1.79
CELL_00352,45.7172,9.42,265.6,Calco,Arlate,11.677,2.26
CELL_00353,45.7172,9.4213,269.8,Calco,Arlate,14.58,2.82
CELL_00354,45.7172,9.4226,263.2,Calco,Arlate,18.148,3.51
CELL_00355,45.7172,9.4239,263.2,Calco,Arlate,22.711,4.39
CELL_00356,45.7172,9.4252,265.8,Calco,Arlate,28.191,5.45
CELL_00357,45.7172,9.4265,264.1,Calco,Arlate,34.782,6.72
CELL_00358,45.7172,9.4278,264.4,Calco,Arlate,43.363,8.38
CELL_00359,45.7172,9.4291,263.8,Calco,Arlate,53.266,10.29
CELL_00360,45.7172,9.4304,265.8,Calco,Arlate,65.244,12.61
CELL_00361,45.7172,9.4317,266.1,Calco,Arlate,75.235,14.54
CELL_00362,45.7172,9.433,266.9,Calco,Arlate,72.182,13.95
CELL_00363,45.7172,9.4343,265.4,Calco,Arlate,60.249,11.64
CELL_00364,45.7172,9.4356,266.1,Calco,Arlate,49.173,9.5
CELL_00365,45.7172,9.4369,262.8,Calco,Arlate,39.949,7.72
CELL_00366,45.7172,9.4382,261.7,Calco,Arlate,31.996,6.18
CELL_00367,45.7172,9.4395,261.4,Calco,Arlate,25.946,5.01
CELL_00368,45.7172,9.4408,265.6,Calco,Arlate,20.638,3.99
CELL_00369,45.7172,9.4421,263.5,Calco,Arlate,16.565,3.2
CELL_00370,45.7172,9.4434,263.5,Calco,Arlate,13.604,2.63
CELL_00371,45.7172,9.4447,264.0,Calco,Arlate,10.709,2.07
CELL_00372,45.7172,9.446,264.9,Calco,Arlate,8.61,1.66
CELL_00373,45.7172,9.4473,263.7,Calco,Arlate,6.844,1.32
CELL_00374,45.7172,9.4486,266.5,Calco,Arlate,5.841,1.13
CELL_00375,45.7172,9.4499,266.5,Calco,Arlate,4.751,0.92
CELL_00376,45.7181,9.368,363.9,Olgiate Molgora,San Zeno,3.345,0.74
CELL_00377,45.7181,9.3693,363.3,Olgiate Molgora,San Zeno,4.051,0.9
CELL_00378,45.7181,9.3706,360.1,Olgiate Molgora,San Zeno,4.795,1.07
CELL_00379,45.7181,9.3719,363.2,Olgiate Molgora,San Zeno,5.377,1.2
CELL_00380,45.7181,9.3732,371.6,Olgiate Molgora,San Zeno,6.406,1.42
CELL_00381,45.7181,9.3745,365.1,Olgiate Molgora,San Zeno,7.121,1.58
CELL_00382,45.7181,9.3758,362.2,Olgiate Molgora,San Zeno,8.117,1.81
CELL_00383,45.7181,9.3771,366.5,Olgiate Molgora,San Zeno,9.317,2.07
CELL_00384,45.7181,9.3784,358.9,Olgiate Molgora,San Zeno,10.27,2.28
CELL_00385,45.7181,9.3797,367.2,Olgiate Molgora,San Zeno,10.709,2.38
CELL_00386,45.7181,9.381,364.6,Olgiate Molgora,San Zeno,11.441,2.54
CELL_00387,45.7181,9.3823,367.2,Olgiate Molgora,San Zeno,11.425,2.54
CELL_00388,45.7181,9.3836,360.6,Olgiate Molgora,San Zeno,11.298,2.51
CELL_00389,45.7181,9.3849,365.3,Olgiate Molgora,San Zeno,10.767,2.39
CELL_00390,45.7181,9.3862,366.5,Olgiate Molgora,San Zeno,9.695,2.16
CELL_00391,45.7181,9.3875,366.5,Olgiate Molgora,San Zeno,9.134,2.03
CELL_00392,45.7181,9.3888,366.0,Olgiate Molgora,San Zeno,7.919,1.76
CELL_00393,45.7181,9.3901,360.8,Olgiate Molgora,San Zeno,7.05,1.57
CELL_00394,45.7181,9.3914,365.3,Olgiate Molgora,San Zeno,6.237,1.39
CELL_00395,45.7181,9.3927,358.1,Olgiate Molgora,San Zeno,5.229,1.16
CELL_00396,45.7181,9.394,362.0,Olgiate Molgora,San Zeno,4.418,0.98
CELL_00397,45.7181,9.3953,363.0,Olgiate Molgora,San Zeno,3.763,0.84
CELL_00398,45.7181,9.3966,367.5,Olgiate Molgora,San Zeno,3.364,0.75
CELL_00399,45.7181,9.3992,275.1,Calco,Calco Centro,15.099,2.92
CELL_00400,45.7181,9.4005,277.8,Calco,Calco Centro,17.51,3.38
CELL_00401,45.7181,9.4018,274.6,Calco,Calco Centro,20.553,3.97
CELL_00402,45.7181,9.4031,277.3,Calco,Calco Centro,23.688,4.58
CELL_00403,45.7181,9.4044,278.8,Calco,Calco Centro,27.322,5.28
CELL_00404,45.7181,9.4057,283.7,Calco,Calco Centro,30.718,5.93
CELL_00405,45.7181,9.407,278.9,Calco,Calco Centro,33.952,6.56
CELL_00406,45.7181,9.4083,279.7,Calco,Calco Centro,36.808,7.11
CELL_00407,45.7181,9.4096,279.8,Calco,Calco Centro,39.184,7.57
CELL_00408,45.7181,9.4109,280.6,Calco,Calco Centro,40.753,7.87
CELL_00409,45.7181,9.4122,277.1,Calco,Calco Centro,41.529,8.02
CELL_00410,45.7181,9.4135,275.2,Calco,Calco Centro,41.263,7.97
CELL_00411,45.7181,9.4148,279.4,Calco,Calco Centro,39.982,7.72
CELL_00412,45.7181,9.4161,277.8,Calco,Calco Centro,37.844,7.31
CELL_00413,45.7181,9.4174,280.2,Calco,Calco Centro,34.978,6.76
CELL_00414,45.7181,9.4187,278.1,Calco,Calco Centro,31.718,6.13
CELL_00415,45.7181,9.42,267.5,Calco,Arlate,11.365,2.2
CELL_00416,45.7181,9.4213,267.5,Calco,Arlate,14.165,2.74
CELL_00417,45.7181,9.4226,266.0,Calco,Arlate,17.296,3.34
CELL_00418,45.7181,9.4239,264.4,Calco,Arlate,21.348,4.12
CELL_00419,45.7181,9.4252,268.3,Calco,Arlate,26.528,5.13
CELL_00420,45.7181,9.4265,269.6,Calco,Arlate,32.416,6.26
CELL_00421,45.7181,9.4278,264.8,Calco,Arlate,39.597,7.65
CELL_00422,45.7181,9.4291,263.6,Calco,Arlate,47.913,9.26
CELL_00423,45.7181,9.4304,261.8,Calco,Arlate,55.587,10.74
CELL_00424,45.7181,9.4317,265.2,Calco,Arlate,60.613,11.71
CELL_00425,45.7181,9.433,264.4,Calco,Arlate,59.508,11.5
CELL_00426,45.7181,9.4343,265.6,Calco,Arlate,52.967,10.23
CELL_00427,45.7181,9.4356,264.0,Calco,Arlate,44.578,8.61
CELL_00428,45.7181,9.4369,262.2,Calco,Arlate,36.754,7.1
CELL_00429,45.7181,9.4382,267.6,Calco,Arlate,30.266,5.85
CELL_00430,45.7181,9.4395,268.8,Calco,Arlate,24.35,4.7
CELL_00431,45.7181,9.4408,263.1,Calco,Arlate,19.76,3.82
CELL_00432,45.7181,9.4421,259.8,Calco,Arlate,15.905,3.07
CELL_00433,45.7181,9.4434,264.1,Calco,Arlate,13.082,2.53
CELL_00434,45.7181,9.4447,262.3,Calco,Arlate,10.451,2.02
CELL_00435,45.7181,9.446,262.5,Calco,Arlate,8.344,1.61
CELL_00436,45.7181,9.4473,265.7,Calco,Arlate,6.745,1.3
CELL_00437,45.7181,9.4486,268.4,Calco,Arlate,5.599,1.08
CELL_00438,45.719,9.3667,363.3,Olgiate Molgora,San Zeno,3.326,0.74
CELL_00439,45.719,9.368,362.8,Olgiate Molgora,San Zeno,3.896,0.87
CELL_00440,45.719,9.3693,366.6,Olgiate Molgora,San Zeno,4.564,1.02
CELL_00441,45.719,9.3706,367.8,Olgiate Molgora,San Zeno,5.421,1.21
CELL_00442,45.719,9.3719,361.2,Olgiate Molgora,San Zeno,6.126,1.36
CELL_00443,45.719,9.3732,363.8,Olgiate Molgora,San Zeno,7.463,1.66
CELL_00444,45.719,9.3745,365.9,Olgiate Molgora,San Zeno,8.776,1.95
CELL_00445,45.719,9.3758,360.1,Olgiate Molgora,San Zeno,9.978,2.22
CELL_00446,45.719,9.3771,363.4,Olgiate Molgora,San Zeno,11.025,2.45
CELL_00447,45.719,9.3784,365.0,Olgiate Molgora,San Zeno,12.415,2.76
CELL_00448,45.719,9.3797,367.2,Olgiate Molgora,San Zeno,13.305,2.96
CELL_00449,45.719,9.381,358.3,Olgiate Molgora,San Zeno,13.804,3.07
CELL_00450,45.719,9.3823,362.6,Olgiate Molgora,San Zeno,14.011,3.12
CELL_00451,45.719,9.3836,361.2,Olgiate Molgora,San Zeno,13.87,3.09
CELL_00452,45.719,9.3849,368.5,Olgiate Molgora,San Zeno,12.97,2.88
CELL_00453,45.719,9.3862,363.6,Olgiate Molgora,San Zeno,11.966,2.66
CELL_00454,45.719,9.3875,364.9,Olgiate Molgora,San Zeno,10.902,2.42
CELL_00455,45.719,9.3888,361.7,Olgiate Molgora,San Zeno,9.554,2.13
CELL_00456,45.719,9.3901,362.2,Olgiate Molgora,San Zeno,8.158,1.81
CELL_00457,45.719,9.3914,365.2,Olgiate Molgora,San Zeno,7.149,1.59
CELL_00458,45.719,9.3927,361.8,Olgiate Molgora,San Zeno,5.907,1.31
CELL_00459,45.719,9.394,363.1,Olgiate Molgora,San Zeno,4.865,1.08
CELL_00460,45.719,9.3953,359.0,Olgiate Molgora,San Zeno,4.227,0.94
CELL_00461,45.719,9.3966,366.4,Olgiate Molgora,San Zeno,3.541,0.79
CELL_00462,45.719,9.3979,280.1,Calco,Calco Centro,14.538,2.81
CELL_00463,45.719,9.3992,281.1,Calco,Calco Centro,17.226,3.33
CELL_00464,45.719,9.4005,274.0,Calco,Calco Centro,20.347,3.93
CELL_00465,45.719,9.4018,280.5,Calco,Calco Centro,24.219,4.68
CELL_00466,45.719,9.4031,278.5,Calco,Calco Centro,27.952,5.4
CELL_00467,45.719,9.4044,278.3,Calco,Calco Centro,32.439,6.27
CELL_00468,45.719,9.4057,280.3,Calco,Calco Centro,36.852,7.12
CELL_00469,45.719,9.407,281.5,Calco,Calco Centro,41.381,7.99
CELL_00470,45.719,9.4083,278.6,Calco,Calco Centro,45.024,8.7
CELL_00471,45.719,9.4096,276.7,Calco,Calco Centro,48.486,9.37
CELL_00472,45.719,9.4109,279.0,Calco,Calco Centro,50.648,9.79
CELL_00473,45.719,9.4122,274.8,Calco,Calco Centro,51.543,9.96
CELL_00474,45.719,9.4135,280.4,Calco,Calco Centro,51.055,9.86
CELL_00475,45.719,9.4148,281.0,Calco,Calco Centro,49.259,9.52
CELL_00476,45.719,9.4161,277.9,Calco,Calco Centro,46.432,8.97
CELL_00477,45.719,9.4174,277.0,Calco,Calco Centro,42.58,8.23
CELL_00478,45.719,9.4187,281.0,Calco,Calco Centro,38.109,7.36
CELL_00479,45.719,9.42,266.3,Calco,Arlate,10.924,2.11
CELL_00480,45.719,9.4213,259.6,Calco,Arlate,13.084,2.53
CELL_00481,45.719,9.4226,262.9,Calco,Arlate,16.211,3.13
CELL_00482,45.719,9.4239,258.2,Calco,Arlate,19.948,3.85
CELL_00483,45.719,9.4252,268.1,Calco,Arlate,24.255,4.69
CELL_00484,45.719,9.4265,266.7,Calco,Arlate,29.542,5.71
CELL_00485,45.719,9.4278,267.6,Calco,Arlate,34.862,6.74
CELL_00486,45.719,9.4291,268.7,Calco,Arlate,40.865,7.9
CELL_00487,45.719,9.4304,261.8,Calco,Arlate,45.957,8.88
CELL_00488,45.719,9.4317,267.1,Calco,Arlate,48.828,9.43
CELL_00489,45.719,9.433,264.2,Calco,Arlate,48.001,9.27
CELL_00490,45.719,9.4343,267.1,Calco,Arlate,44.142,8.53
CELL_00491,45.719,9.4356,267.1,Calco,Arlate,38.668,7.47
CELL_00492,45.719,9.4369,267.8,Calco,Arlate,32.839,6.34
CELL_00493,45.719,9.4382,269.5,Calco,Arlate,27.486,5.31
CELL_00494,45.719,9.4395,263.8,Calco,Arlate,22.441,4.34
CELL_00495,45.719,9.4408,267.1,Calco,Arlate,18.541,3.58
CELL_00496,45.719,9.4421,266.3,Calco,Arlate,15.19,2.93
CELL_00497,45.719,9.4434,268.7,Calco,Arlate,12.239,2.36
CELL_00498,45.719,9.4447,264.6,Calco,Arlate,10.061,1.94
CELL_00499,45.719,9.446,263.1,Calco,Arlate,8.182,1.58
CELL_00500,45.719,9.4473,264.1,Calco,Arlate,6.682,1.29
CELL_00501,45.719,9.4486,269.8,Calco,Arlate,5.506,1.06
CELL_00502,45.7199,9.3667,365.1,Olgiate Molgora,San Zeno,3.271,0.73
CELL_00503,45.7199,9.368,365.7,Olgiate Molgora,San Zeno,4.177,0.93
CELL_00504,45.7199,9.3693,358.9,Olgiate Molgora,San Zeno,4.999,1.11
CELL_00505,45.7199,9.3706,359.9,Olgiate Molgora,San Zeno,5.872,1.31
CELL_00506,45.7199,9.3719,368.0,Olgiate Molgora,San Zeno,7.17,1.59
CELL_00507,45.7199,9.3732,362.0,Olgiate Molgora,San Zeno,8.461,1.88
CELL_00508,45.7199,9.3745,363.9,Olgiate Molgora,San Zeno,10.062,2.24
CELL_00509,45.7199,9.3758,361.2,Olgiate Molgora,San Zeno,11.653,2.59
CELL_00510,45.7199,9.3771,364.8,Olgiate Molgora,San Zeno,13.277,2.95
CELL_00511,45.7199,9.3784,369.8,Olgiate Molgora,San Zeno,14.928,3.32
CELL_00512,45.7199,9.3797,369.2,Olgiate Molgora,San Zeno,16.241,3.61
CELL_00513,45.7199,9.381,363.1,Olgiate Molgora,San Zeno,17.328,3.85
CELL_00514,45.7199,9.3823,364.4,Olgiate Molgora,San Zeno,17.655,3.93
CELL_00515,45.7199,9.3836,364.6,Olgiate Molgora,San Zeno,17.068,3.8
CELL_00516,45.7199,9.3849,364.9,Olgiate Molgora,San Zeno,15.783,3.51
CELL_00517,45.7199,9.3862,366.9,Olgiate Molgora,San Zeno,14.348,3.19
CELL_00518,45.7199,9.3875,367.7,Olgiate Molgora,San Zeno,12.93,2.88
CELL_00519,45.7199,9.3888,364.3,Olgiate Molgora,San Zeno,11.257,2.5
CELL_00520,45.7199,9.3901,365.3,Olgiate Molgora,San Zeno,9.428,2.1
CELL_00521,45.7199,9.3914,356.6,Olgiate Molgora,San Zeno,7.859,1.75
CELL_00522,45.7199,9.3927,367.5,Olgiate Molgora,San Zeno,6.672,1.48
CELL_00523,45.7199,9.394,359.1,Olgiate Molgora,San Zeno,5.439,1.21
CELL_00524,45.7199,9.3953,367.7,Olgiate Molgora,San Zeno,4.573,1.02
CELL_00525,45.7199,9.3966,359.2,Olgiate Molgora,San Zeno,3.994,0.89
CELL_00526,45.7199,9.3979,281.1,Calco,Calco Centro,16.268,3.14
CELL_00527,45.7199,9.3992,273.7,Calco,Calco Centro,19.769,3.82
CELL_00528,45.7199,9.4005,278.6,Calco,Calco Centro,23.268,4.5
CELL_00529,45.7199,9.4018,274.8,Calco,Calco Centro,28.011,5.41
CELL_00530,45.7199,9.4031,276.8,Calco,Calco Centro,32.735,6.32
CELL_00531,45.7199,9.4044,283.6,Calco,Calco Centro,38.281,7.4
CELL_00532,45.7199,9.4057,280.7,Calco,Calco Centro,43.92,8.49
CELL_00533,45.7199,9.407,279.8,Calco,Calco Centro,49.785,9.62
CELL_00534,45.7199,9.4083,280.6,Calco,Calco Centro,55.209,10.67
CELL_00535,45.7199,9.4096,278.6,Calco,Calco Centro,59.865,11.57
CELL_00536,45.7199,9.4109,279.6,Calco,Calco Centro,62.957,12.16
CELL_00537,45.7199,9.4122,275.3,Calco,Calco Centro,64.41,12.44
CELL_00538,45.7199,9.4135,281.2,Calco,Calco Centro,63.741,12.31
CELL_00539,45.7199,9.4148,283.1,Calco,Calco Centro,61.099,11.8
CELL_00540,45.7199,9.4161,279.3,Calco,Calco Centro,56.631,10.94
CELL_00541,45.7199,9.4174,277.3,Calco,Calco Centro,51.379,9.93
CELL_00542,45.7199,9.4187,280.9,Calco,Calco Centro,45.877,8.86
CELL_00543,45.7199,9.42,277.6,Calco,Calco Centro,40.114,7.75
CELL_00544,45.7199,9.4213,269.4,Calco,Arlate,12.195,2.36
CELL_00545,45.7199,9.4226,264.7,Calco,Arlate,14.913,2.88
CELL_00546,45.7199,9.4239,265.2,Calco,Arlate,17.941,3.47
CELL_00547,45.7199,9.4252,263.7,Calco,Arlate,21.734,4.2
CELL_00548,45.7199,9.4265,264.1,Calco,Arlate,25.576,4.94
CELL_00549,45.7199,9.4278,267.1,Calco,Arlate,29.918,5.78
CELL_00550,45.7199,9.4291,269.3,Calco,Arlate,34.183,6.6
CELL_00551,45.7199,9.4304,266.2,Calco,Arlate,37.626,7.27
CELL_00552,45.7199,9.4317,262.3,Calco,Arlate,39.413,7.61
CELL_00553,45.7199,9.433,265.1,Calco,Arlate,39.03,7.54
CELL_00554,45.7199,9.4343,265.5,Calco,Arlate,36.611,7.07
CELL_00555,45.7199,9.4356,266.5,Calco,Arlate,32.743,6.33
CELL_00556,45.7199,9.4369,265.8,Calco,Arlate,28.233,5.45
CELL_00557,45.7199,9.4382,269.1,Calco,Arlate,24.197,4.67
CELL_00558,45.7199,9.4395,267.9,Calco,Arlate,20.393,3.94
CELL_00559,45.7199,9.4408,261.7,Calco,Arlate,16.65,3.22
CELL_00560,45.7199,9.4421,269.9,Calco,Arlate,13.675,2.64
CELL_00561,45.7199,9.4434,267.9,Calco,Arlate,11.446,2.21
CELL_00562,45.7199,9.4447,262.1,Calco,Arlate,9.462,1.83
CELL_00563,45.7199,9.446,270.2,Calco,Arlate,7.726,1.49
CELL_00564,45.7199,9.4473,263.9,Calco,Arlate,6.371,1.23
CELL_00565,45.7199,9.4486,262.0,Calco,Arlate,4.896,0.95
CELL_00566,45.7208,9.3654,363.5,Olgiate Molgora,San Zeno,3.143,0.7
CELL_00567,45.7208,9.3667,358.1,Olgiate Molgora,San Zeno,3.64,0.81
CELL_00568,45.7208,9.368,364.4,Olgiate Molgora,San Zeno,4.518,1.0
CELL_00569,45.7208,9.3693,363.1,Olgiate Molgora,San Zeno,5.552,1.23
CELL_00570,45.7208,9.3706,366.1,Olgiate Molgora,San Zeno,6.593,1.47
CELL_00571,45.7208,9.3719,364.0,Olgiate Molgora,San Zeno,7.858,1.75
CELL_00572,45.7208,9.3732,361.2,Olgiate Molgora,San Zeno,9.389,2.09
CELL_00573,45.7208,9.3745,368.8,Olgiate Molgora,San Zeno,11.461,2.55
CELL_00574,45.7208,9.3758,363.5,Olgiate Molgora,San Zeno,13.679,3.04
CELL_00575,45.7208,9.3771,362.3,Olgiate Molgora,San Zeno,15.714,3.5
CELL_00576,45.7208,9.3784,365.8,Olgiate Molgora,San Zeno,17.987,4.0
CELL_00577,45.7208,9.3797,366.7,Olgiate Molgora,San Zeno,20.017,4.45
CELL_00578,45.7208,9.381,363.6,Olgiate Molgora,San Zeno,21.457,4.77
CELL_00579,45.7208,9.3823,366.7,Olgiate Molgora,San Zeno,21.535,4.79
CELL_00580,45.7208,9.3836,357.5,Olgiate Molgora,San Zeno,21.151,4.7
CELL_00581,45.7208,9.3849,361.1,Olgiate Molgora,San Zeno,19.508,4.34
CELL_00582,45.7208,9.3862,359.9,Olgiate Molgora,San Zeno,17.302,3.85
CELL_00583,45.7208,9.3875,361.1,Olgiate Molgora,San Zeno,15.001,3.34
CELL_00584,45.7208,9.3888,357.1,Olgiate Molgora,San Zeno,13.008,2.89
CELL_00585,45.7208,9.3901,364.7,Olgiate Molgora,San Zeno,10.801,2.4
CELL_00586,45.7208,9.3914,362.6,Olgiate Molgora,San Zeno,9.1,2.02
CELL_00587,45.7208,9.3927,363.0,Olgiate Molgora,San Zeno,7.468,1.66
CELL_00588,45.7208,9.394,361.4,Olgiate Molgora,San Zeno,6.182,1.38
CELL_00589,45.7208,9.3953,365.6,Olgiate Molgora,San Zeno,5.055,1.12
CELL_00590,45.7208,9.3966,364.3,Olgiate Molgora,San Zeno,4.043,0.9
CELL_00591,45.7208,9.3979,274.1,Calco,Calco Centro,18.305,3.54
CELL_00592,45.7208,9.3992,283.1,Calco,Calco Centro,21.908,4.23
CELL_00593,45.7208,9.4005,276.9,Calco,Calco Centro,26.429,5.11
CELL_00594,45.7208,9.4018,279.0,Calco,Calco Centro,31.818,6.15
CELL_00595,45.7208,9.4031,277.2,Calco,Calco Centro,38.066,7.35
CELL_00596,45.7208,9.4044,278.0,Calco,Calco Centro,44.847,8.66
CELL_00597,45.7208,9.4057,274.6,Calco,Calco Centro,52.338,10.11
CELL_00598,45.7208,9.407,280.2,Calco,Calco Centro,59.923,11.58
CELL_00599,45.7208,9.4083,278.6,Calco,Calco Centro,67.38,13.02
CELL_00600,45.7208,9.4096,275.6,Calco,Calco Centro,73.585,14.22
CELL_00601,45.7208,9.4109,277.4,Calco,Calco Centro,78.167,15.1
CELL_00602,45.7208,9.4122,280.8,Calco,Calco Centro,80.255,15.51
CELL_00603,45.7208,9.4135,278.3,Calco,Calco Centro,79.152,15.29
CELL_00604,45.7208,9.4148,277.7,Calco,Calco Centro,75.067,14.5
CELL_00605,45.7208,9.4161,280.7,Calco,Calco Centro,69.452,13.42
CELL_00606,45.7208,9.4174,276.7,Calco,Calco Centro,62.343,12.04
CELL_00607,45.7208,9.4187,279.5,Calco,Calco Centro,54.333,10.5
CELL_00608,45.7208,9.42,281.6,Calco,Calco Centro,46.997,9.08
CELL_00609,45.7208,9.4213,310.0,Calco,Calco Superiore,6.413,1.24
CELL_00610,45.7208,9.4226,262.3,Calco,Arlate,13.386,2.59
CELL_00611,45.7208,9.4239,266.4,Calco,Arlate,16.018,3.09
CELL_00612,45.7208,9.4252,263.5,Calco,Arlate,18.851,3.64
CELL_00613,45.7208,9.4265,270.9,Calco,Arlate,22.257,4.3
CELL_00614,45.7208,9.4278,265.5,Calco,Arlate,25.101,4.85
CELL_00615,45.7208,9.4291,263.7,Calco,Arlate,28.131,5.43
CELL_00616,45.7208,9.4304,265.7,Calco,Arlate,30.666,5.92
CELL_00617,45.7208,9.4317,261.8,Calco,Arlate,31.744,6.13
CELL_00618,45.7208,9.433,267.3,Calco,Arlate,31.283,6.04
CELL_00619,45.7208,9.4343,262.1,Calco,Arlate,29.904,5.78
CELL_00620,45.7208,9.4356,264.5,Calco,Arlate,27.325,5.28
CELL_00621,45.7208,9.4369,266.9,Calco,Arlate,24.166,4.67
CELL_00622,45.7208,9.4382,264.5,Calco,Arlate,20.694,4.0
CELL_00623,45.7208,9.4395,267.7,Calco,Arlate,17.845,3.45
CELL_00624,45.7208,9.4408,267.2,Calco,Arlate,14.853,2.87
CELL_00625,45.7208,9.4421,264.7,Calco,Arlate,12.316,2.38
CELL_00626,45.7208,9.4434,266.5,Calco,Arlate,10.127,1.96
CELL_00627,45.7208,9.4447,270.0,Calco,Arlate,8.686,1.68
CELL_00628,45.7208,9.446,261.4,Calco,Arlate,7.191,1.39
CELL_00629,45.7208,9.4473,266.3,Calco,Arlate,5.629,1.09
CELL_00630,45.7208,9.4486,270.0,Calco,Arlate,4.575,0.88
CELL_00631,45.7217,9.3654,365.6,Olgiate Molgora,San Zeno,3.077,0.68
CELL_00632,45.7217,9.3667,365.2,Olgiate Molgora,San Zeno,3.739,0.83
CELL_00633,45.7217,9.368,369.6,Olgiate Molgora,San Zeno,4.702,1.05
CELL_00634,45.7217,9.3693,361.7,Olgiate Molgora,San Zeno,5.935,1.32
CELL_00635,45.7217,9.3706,369.8,Olgiate Molgora,San Zeno,7.131,1.59
CELL_00636,45.7217,9.3719,370.1,Olgiate Molgora,San Zeno,8.833,1.96
CELL_00637,45.7217,9.3732,368.8,Olgiate Molgora,San Zeno,10.659,2.37
CELL_00638,45.7217,9.3745,363.4,Olgiate Molgora,San Zeno,13.004,2.89
CELL_00639,45.7217,9.3758,363.7,Olgiate Molgora,San Zeno,15.483,3.44
CELL_00640,45.7217,9.3771,365.7,Olgiate Molgora,San Zeno,18.558,4.13
CELL_00641,45.7217,9.3784,360.8,Olgiate Molgora,San Zeno,21.327,4.74
CELL_00642,45.7217,9.3797,364.9,Olgiate Molgora,San Zeno,24.093,5.36
CELL_00643,45.7217,9.381,361.8,Olgiate Molgora,San Zeno,26.434,5.88
CELL_00644,45.7217,9.3823,364.0,Olgiate Molgora,San Zeno,27.001,6.01
CELL_00645,45.7217,9.3836,360.9,Olgiate Molgora,San Zeno,25.87,5.75
CELL_00646,45.7217,9.3849,367.0,Olgiate Molgora,San Zeno,23.502,5.23
CELL_00647,45.7217,9.3862,360.9,Olgiate Molgora,San Zeno,20.634,4.59
CELL_00648,45.7217,9.3875,364.4,Olgiate Molgora,San Zeno,17.579,3.91
CELL_00649,45.7217,9.3888,359.0,Olgiate Molgora,San Zeno,14.566,3.24
CELL_00650,45.7217,9.3901,367.2,Olgiate Molgora,San Zeno,12.23,2.72
CELL_00651,45.7217,9.3914,366.4,Olgiate Molgora,San Zeno,10.133,2.25
CELL_00652,45.7217,9.3927,369.5,Olgiate Molgora,San Zeno,8.362,1.86
CELL_00653,45.7217,9.394,367.0,Olgiate Molgora,San Zeno,6.821,1.52
CELL_00654,45.7217,9.3953,362.9,Olgiate Molgora,San Zeno,5.47,1.22
CELL_00655,45.7217,9.3966,362.5,Olgiate Molgora,San Zeno,4.482,1.0
CELL_00656,45.7217,9.3979,280.6,Calco,Calco Centro,19.995,3.86
CELL_00657,45.7217,9.3992,282.4,Calco,Calco Centro,24.213,4.68
CELL_00658,45.7217,9.4005,282.0,Calco,Calco Centro,29.837,5.76
CELL_00659,45.7217,9.4018,282.3,Calco,Calco Centro,35.948,6.95
CELL_00660,45.7217,9.4031,278.8,Calco,Calco Centro,43.346,8.37
CELL_00661,45.7217,9.4044,277.5,Calco,Calco Centro,51.571,9.96
CELL_00662,45.7217,9.4057,276.4,Calco,Calco Centro,61.109,11.81
CELL_00663,45.7217,9.407,277.1,Calco,Calco Centro,71.132,13.74
CELL_00664,45.7217,9.4083,283.8,Calco,Calco Centro,81.139,15.68
CELL_00665,45.7217,9.4096,284.1,Calco,Calco Centro,90.306,17.45
CELL_00666,45.7217,9.4109,277.9,Calco,Calco Centro,96.631,18.67
CELL_00667,45.7217,9.4122,275.3,Calco,Calco Centro,99.708,19.26
CELL_00668,45.7217,9.4135,273.8,Calco,Calco Centro,98.163,18.97
CELL_00669,45.7217,9.4148,281.1,Calco,Calco Centro,92.584,17.89
CELL_00670,45.7217,9.4161,276.4,Calco,Calco Centro,84.058,16.24
CELL_00671,45.7217,9.4174,279.8,Calco,Calco Centro,74.192,14.33
CELL_00672,45.7217,9.4187,279.5,Calco,Calco Centro,64.151,12.39
CELL_00673,45.7217,9.42,287.0,Calco,Calco Centro,54.558,10.54
CELL_00674,45.7217,9.4213,323.9,Calco,Calco Superiore,8.179,1.58
CELL_00675,45.7217,9.4226,320.0,Calco,Calco Superiore,7.688,1.49
CELL_00676,45.7217,9.4239,269.7,Calco,Arlate,13.987,2.7
CELL_00677,45.7217,9.4252,263.2,Calco,Arlate,16.21,3.13
CELL_00678,45.7217,9.4265,258.9,Calco,Arlate,18.475,3.57
CELL_00679,45.7217,9.4278,266.8,Calco,Arlate,21.093,4.08
CELL_00680,45.7217,9.4291,264.9,Calco,Arlate,23.347,4.51
CELL_00681,45.7217,9.4304,264.3,Calco,Arlate,24.662,4.76
CELL_00682,45.7217,9.4317,267.2,Calco,Arlate,25.306,4.89
CELL_00683,45.7217,9.433,265.8,Calco,Arlate,25.448,4.92
CELL_00684,45.7217,9.4343,261.2,Calco,Arlate,24.386,4.71
CELL_00685,45.7217,9.4356,272.0,Calco,Arlate,22.386,4.32
CELL_00686,45.7217,9.4369,266.5,Calco,Arlate,20.09,3.88
CELL_00687,45.7217,9.4382,266.6,Calco,Arlate,17.555,3.39
CELL_00688,45.7217,9.4395,267.3,Calco,Arlate,15.453,2.99
CELL_00689,45.7217,9.4408,273.8,Calco,Arlate,13.227,2.56
