cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated,nearest_stop_id,nearest_stop_dist_m,walk_min_std,walk_min_slope
CELL_00226,45.7154,9.4122,277.4,Calco,Calco Centro,21.71,4.19,S_CALCO_CHIESA,1289.2,16.11,16.59
CELL_00227,45.7154,9.4135,278.5,Calco,Calco Centro,21.461,4.15,S_CALCO_CHIESA,1270.5,15.88,16.3
CELL_00228,45.7154,9.4148,282.5,Calco,Calco Centro,20.874,4.03,S_CALCO_CHIESA,1264.2,15.8,16.05
CELL_00229,45.7154,9.4161,279.4,Calco,Calco Centro,20.258,3.91,S_CALCO_CHIESA,1270.5,15.88,16.26
CELL_00230,45.7154,9.4174,264.0,Calco,Arlate,7.429,1.44,S_CALCO_CHIESA,1289.2,16.11,17.2
CELL_00231,45.7154,9.4187,266.0,Calco,Arlate,9.375,1.81,S_ARLATE,1308.9,16.36,16.32
CELL_00232,45.7154,9.42,263.6,Calco,Arlate,11.791,2.28,S_ARLATE,1183.4,14.79,14.85
CELL_00233,45.7154,9.4213,267.4,Calco,Arlate,14.531,2.81,S_ARLATE,1058.1,13.23,13.12
CELL_00234,45.7154,9.4226,264.1,Calco,Arlate,17.965,3.47,S_ARLATE,933.1,11.66,11.7
CELL_00235,45.7154,9.4239,262.5,Calco,Arlate,22.349,4.32,S_ARLATE,808.5,10.11,10.22
CELL_00236,45.7154,9.4252,264.9,Calco,Arlate,27.957,5.4,S_ARLATE,684.4,8.56,8.56
CELL_00237,45.7154,9.4265,261.3,Calco,Arlate,34.583,6.68,S_ARLATE,561.4,7.02,7.18
CELL_00238,45.7154,9.4278,264.9,Calco,Arlate,42.774,8.26,S_ARLATE,440.1,5.5,5.51
CELL_00239,45.7154,9.4291,261.9,Calco,Arlate,52.239,10.09,S_ARLATE,322.8,4.03,4.17
CELL_00240,45.7154,9.4304,264.8,Calco,Arlate,63.236,12.22,S_ARLATE,215.8,2.7,2.71
CELL_00241,45.7154,9.4317,266.8,Calco,Arlate,71.81,13.87,S_ARLATE,144.3,1.8,1.73
CELL_00242,45.7154,9.433,269.8,Calco,Arlate,69.074,13.35,S_ARLATE,164.1,2.05,1.85
CELL_00243,45.7154,9.4343,260.6,Calco,Arlate,58.852,11.37,S_ARLATE,254.9,3.19,3.38
CELL_00244,45.7154,9.4356,273.0,Calco,Arlate,48.583,9.39,S_ARLATE,367.2,4.59,4.25
CELL_00245,45.7154,9.4369,266.3,Calco,Arlate,39.368,7.61,S_ARLATE,486.5,6.08,6.02
CELL_00246,45.7154,9.4382,263.6,Calco,Arlate,31.653,6.12,S_ARLATE,608.5,7.61,7.67
CELL_00247,45.7154,9.4395,262.7,Calco,Arlate,25.488,4.92,S_ARLATE,732.0,9.15,9.25
CELL_00248,45.7154,9.4408,267.7,Calco,Arlate,20.395,3.94,S_ARLATE,856.3,10.7,10.59
CELL_00249,45.7154,9.4421,263.1,Calco,Arlate,16.557,3.2,S_ARLATE,981.1,12.26,12.35
CELL_00250,45.7154,9.4434,262.3,Calco,Arlate,13.175,2.55,S_ARLATE,1106.3,13.83,13.95
CELL_00251,45.7154,9.4447,263.9,Calco,Arlate,10.557,2.04,S_ARLATE,1231.6,15.4,15.44
CELL_00252,45.7154,9.446,267.2,Calco,Arlate,8.718,1.68,S_ARLATE,1357.2,16.96,16.87
CELL_00253,45.7154,9.4473,264.2,Calco,Arlate,7.158,1.38,S_ARLATE,1482.8,18.54,18.57
CELL_00254,45.7154,9.4486,266.5,Calco,Arlate,5.763,1.11,S_ARLATE,1608.6,20.11,20.04
CELL_00255,45.7154,9.4499,262.5,Calco,Arlate,4.416,0.85,S_ARLATE,1734.4,21.68,21.79
CELL_00256,45.7163,9.3693,361.9,Olgiate Molgora,San Zeno,3.183,0.71,S_SAN_ZENO,1714.6,21.43,21.57
CELL_00257,45.7163,9.3706,361.7,Olgiate Molgora,San Zeno,3.716,0.83,S_SAN_ZENO,1625.4,20.32,20.46
CELL_00258,45.7163,9.3719,365.0,Olgiate Molgora,San Zeno,4.21,0.94,S_SAN_ZENO,1541.4,19.27,19.27
CELL_00259,45.7163,9.3732,368.2,Olgiate Molgora,San Zeno,4.49,1.0,S_SAN_ZENO,1463.4,18.29,18.15
CELL_00260,45.7163,9.3745,362.7,Olgiate Molgora,San Zeno,5.007,1.11,S_SAN_ZENO,1392.6,17.41,17.51
CELL_00261,45.7163,9.3758,361.9,Olgiate Molgora,San Zeno,5.896,1.31,S_SAN_ZENO,1330.0,16.62,16.76
CELL_00262,45.7163,9.3771,364.4,Olgiate Molgora,San Zeno,6.25,1.39,S_SAN_ZENO,1276.8,15.96,15.99
CELL_00263,45.7163,9.3784,362.4,Olgiate Molgora,San Zeno,6.668,1.48,S_SAN_ZENO,1234.3,15.43,15.54
CELL_00264,45.7163,9.3797,357.9,Olgiate Molgora,San Zeno,7.127,1.59,S_SAN_ZENO,1203.6,15.05,15.36
CELL_00265,45.7163,9.381,362.5,Olgiate Molgora,San Zeno,7.486,1.67,S_SAN_ZENO,1185.7,14.82,14.93
CELL_00266,45.7163,9.3823,356.6,Olgiate Molgora,San Zeno,7.5,1.67,S_SAN_ZENO,1181.0,14.76,15.13
CELL_00267,45.7163,9.3836,365.4,Olgiate Molgora,San Zeno,7.149,1.59,S_SAN_ZENO,1189.8,14.87,14.86
CELL_00268,45.7163,9.3849,363.6,Olgiate Molgora,San Zeno,7.13,1.59,S_SAN_ZENO,1211.8,15.15,15.21
CELL_00269,45.7163,9.3862,363.3,Olgiate Molgora,San Zeno,6.448,1.43,S_SAN_ZENO,1246.2,15.58,15.65
CELL_00270,45.7163,9.3875,358.6,Olgiate Molgora,San Zeno,6.123,1.36,S_SAN_ZENO,1292.1,16.15,16.43
CELL_00271,45.7163,9.3888,362.1,Olgiate Molgora,San Zeno,5.776,1.28,S_SAN_ZENO,1348.3,16.85,16.98
CELL_00272,45.7163,9.3901,363.0,Olgiate Molgora,San Zeno,5.005,1.11,S_SAN_ZENO,1413.6,17.67,17.76
CELL_00273,45.7163,9.3914,362.3,Olgiate Molgora,San Zeno,4.504,1.0,S_SAN_ZENO,1486.7,18.58,18.7
CELL_00274,45.7163,9.3927,362.7,Olgiate Molgora,San Zeno,3.702,0.82,S_SAN_ZENO,1566.6,19.58,19.68
CELL_00275,45.7163,9.394,362.3,Olgiate Molgora,San Zeno,3.299,0.73,S_SAN_ZENO,1652.3,20.65,20.77
CELL_00276,45.7163,9.3953,358.5,Olgiate Molgora,San Zeno,2.876,0.64,S_SAN_ZENO,1743.0,21.79,22.07
CELL_00277,45.7163,9.4018,279.4,Calco,Calco Centro,14.918,2.88,S_CALCO_NAZ,1718.0,21.47,21.5
CELL_00278,45.7163,9.4031,278.4,Calco,Calco Centro,16.929,3.27,S_CALCO_CHIESA,1609.0,20.11,20.54
CELL_00279,45.7163,9.4044,273.0,Calco,Calco Centro,18.68,3.61,S_CALCO_CHIESA,1522.5,19.03,19.7
CELL_00280,45.7163,9.4057,273.5,Calco,Calco Centro,20.696,4.0,S_CALCO_CHIESA,1441.8,18.02,18.67
CELL_00281,45.7163,9.407,283.9,Calco,Calco Centro,22.826,4.41,S_CALCO_CHIESA,1368.1,17.1,17.28
CELL_00282,45.7163,9.4083,275.4,Calco,Calco Centro,24.313,4.7,S_CALCO_CHIESA,1302.4,16.28,16.84
CELL_00283,45.7163,9.4096,274.4,Calco,Calco Centro,25.829,4.99,S_CALCO_CHIESA,1246.1,15.58,16.18
CELL_00284,45.7163,9.4109,278.0,Calco,Calco Centro,26.419,5.1,S_CALCO_CHIESA,1200.5,15.01,15.45
CELL_00285,45.7163,9.4122,282.4,Calco,Calco Centro,27.058,5.23,S_CALCO_CHIESA,1166.8,14.59,14.83
CELL_00286,45.7163,9.4135,278.9,Calco,Calco Centro,26.644,5.15,S_CALCO_CHIESA,1146.2,14.33,14.73
CELL_00287,45.7163,9.4148,273.4,Calco,Calco Centro,26.029,5.03,S_CALCO_CHIESA,1139.2,14.24,14.89
CELL_00288,45.7163,9.4161,280.2,Calco,Calco Centro,24.906,4.81,S_CALCO_CHIESA,1146.2,14.33,14.67
CELL_00289,45.7163,9.4174,263.4,Calco,Arlate,7.791,1.51,S_CALCO_CHIESA,1166.8,14.59,15.7
CELL_00290,45.7163,9.4187,265.4,Calco,Arlate,9.69,1.87,S_CALCO_CHIESA,1200.5,15.01,16.03
CELL_00291,45.7163,9.42,267.2,Calco,Arlate,11.962,2.31,S_ARLATE,1175.3,14.69,14.6
CELL_00292,45.7163,9.4213,267.8,Calco,Arlate,14.568,2.81,S_ARLATE,1049.0,13.11,12.99
CELL_00293,45.7163,9.4226,270.5,Calco,Arlate,18.29,3.53,S_ARLATE,922.8,11.53,11.3
CELL_00294,45.7163,9.4239,267.6,Calco,Arlate,23.003,4.44,S_ARLATE,796.5,9.96,9.84
CELL_00295,45.7163,9.4252,268.5,Calco,Arlate,28.396,5.49,S_ARLATE,670.3,8.38,8.23
CELL_00296,45.7163,9.4265,265.5,Calco,Arlate,35.471,6.85,S_ARLATE,544.1,6.8,6.78
CELL_00297,45.7163,9.4278,266.5,Calco,Arlate,44.451,8.59,S_ARLATE,417.9,5.22,5.16
CELL_00298,45.7163,9.4291,266.1,Calco,Arlate,55.063,10.64,S_ARLATE,291.7,3.65,3.6
CELL_00299,45.7163,9.4304,261.4,Calco,Arlate,69.134,13.36,S_ARLATE,165.7,2.07,2.23
CELL_00300,45.7163,9.4317,262.3,Calco,Arlate,85.849,16.59,S_ARLATE,41.3,0.52,0.65
CELL_00301,45.7163,9.433,260.6,Calco,Arlate,79.055,15.27,S_ARLATE,88.5,1.11,1.32
CELL_00302,45.7163,9.4343,264.0,Calco,Arlate,63.388,12.25,S_ARLATE,214.1,2.68,2.72
CELL_00303,45.7163,9.4356,264.4,Calco,Arlate,50.759,9.81,S_ARLATE,340.2,4.25,4.28
CELL_00304,45.7163,9.4369,268.3,Calco,Arlate,40.571,7.84,S_ARLATE,466.4,5.83,5.69
CELL_00305,45.7163,9.4382,269.4,Calco,Arlate,32.534,6.29,S_ARLATE,592.6,7.41,7.22
CELL_00306,45.7163,9.4395,270.5,Calco,Arlate,25.978,5.02,S_ARLATE,718.9,8.99,8.75
CELL_00307,45.7163,9.4408,267.0,Calco,Arlate,21.002,4.06,S_ARLATE,845.1,10.56,10.48
CELL_00308,45.7163,9.4421,265.4,Calco,Arlate,16.98,3.28,S_ARLATE,971.3,12.14,12.12
CELL_00309,45.7163,9.4434,262.6,Calco,Arlate,13.369,2.58,S_ARLATE,1097.6,13.72,13.83
CELL_00310,45.7163,9.4447,260.5,Calco,Arlate,10.942,2.11,S_ARLATE,1223.9,15.3,15.5
CELL_00311,45.7163,9.446,265.8,Calco,Arlate,8.677,1.68,S_ARLATE,1350.1,16.88,16.84
CELL_00312,45.7163,9.4473,265.4,Calco,Arlate,7.089,1.37,S_ARLATE,1476.4,18.45,18.44
CELL_00313,45.7163,9.4486,259.9,Calco,Arlate,5.622,1.09,S_ARLATE,1602.6,20.03,20.26
CELL_00314,45.7163,9.4499,267.1,Calco,Arlate,4.733,0.91,S_ARLATE,1728.9,21.61,21.52
CELL_00315,45.7172,9.368,362.6,Olgiate Molgora,San Zeno,2.983,0.66,S_SAN_ZENO,1729.2,21.62,21.72
CELL_00316,45.7172,9.3693,358.5,Olgiate Molgora,San Zeno,3.453,0.77,S_SAN_ZENO,1631.0,20.39,20.67
CELL_00317,45.7172,9.3706,362.5,Olgiate Molgora,San Zeno,4.279,0.95,S_SAN_ZENO,1537.0,19.21,19.32
CELL_00318,45.7172,9.3719,364.5,Olgiate Molgora,San Zeno,4.733,1.05,S_SAN_ZENO,1447.8,18.1,18.12
CELL_00319,45.7172,9.3732,357.4,Olgiate Molgora,San Zeno,5.629,1.25,S_SAN_ZENO,1364.5,17.06,17.39
CELL_00320,45.7172,9.3745,360.5,Olgiate Molgora,San Zeno,6.172,1.37,S_SAN_ZENO,1288.3,16.1,16.3
CELL_00321,45.7172,9.3758,365.8,Olgiate Molgora,San Zeno,6.945,1.54,S_SAN_ZENO,1220.3,15.25,15.22
CELL_00322,45.7172,9.3771,360.7,Olgiate Molgora,San Zeno,7.487,1.67,S_SAN_ZENO,1162.1,14.53,14.72
CELL_00323,45.7172,9.3784,360.1,Olgiate Molgora,San Zeno,8.481,1.89,S_SAN_ZENO,1115.3,13.94,14.16
CELL_00324,45.7172,9.3797,363.9,Olgiate Molgora,San Zeno,8.685,1.93,S_SAN_ZENO,1081.2,13.52,13.56
CELL_00325,45.7172,9.381,362.0,Olgiate Molgora,San Zeno,8.903,1.98,S_SAN_ZENO,1061.2,13.27,13.4
CELL_00326,45.7172,9.3823,366.6,Olgiate Molgora,San Zeno,9.267,2.06,S_SAN_ZENO,1056.0,13.2,13.13
CELL_00327,45.7172,9.3836,357.2,Olgiate Molgora,San Zeno,9.158,2.04,S_SAN_ZENO,1065.8,13.32,13.67
CELL_00328,45.7172,9.3849,359.0,Olgiate Molgora,San Zeno,8.474,1.88,S_SAN_ZENO,1090.3,13.63,13.89
CELL_00329,45.7172,9.3862,356.2,Olgiate Molgora,San Zeno,8.184,1.82,S_SAN_ZENO,1128.4,14.11,14.5
CELL_00330,45.7172,9.3875,359.6,Olgiate Molgora,San Zeno,7.457,1.66,S_SAN_ZENO,1178.9,14.74,14.97
CELL_00331,45.7172,9.3888,359.7,Olgiate Molgora,San Zeno,6.688,1.49,S_SAN_ZENO,1240.2,15.5,15.74
CELL_00332,45.7172,9.3901,361.1,Olgiate Molgora,San Zeno,5.896,1.31,S_SAN_ZENO,1310.9,16.39,16.56
CELL_00333,45.7172,9.3914,369.6,Olgiate Molgora,San Zeno,5.408,1.2,S_SAN_ZENO,1389.5,17.37,17.17
CELL_00334,45.7172,9.3927,357.3,Olgiate Molgora,San Zeno,4.366,0.97,S_SAN_ZENO,1474.7,18.43,18.77
CELL_00335,45.7172,9.394,365.0,Olgiate Molgora,San Zeno,4.033,0.9,S_SAN_ZENO,1565.4,19.57,19.57
CELL_00336,45.7172,9.3953,368.7,Olgiate Molgora,San Zeno,3.517,0.78,S_SAN_ZENO,1660.8,20.76,20.6
CELL_00337,45.7172,9.4005,279.6,Calco,Calco Centro,15.248,2.95,S_CALCO_NAZ,1702.7,21.28,21.3
CELL_00338,45.7172,9.4018,278.1,Calco,Calco Centro,17.48,3.38,S_CALCO_NAZ,1619.6,20.25,20.33
CELL_00339,45.7172,9.4031,275.6,Calco,Calco Centro,20.227,3.91,S_CALCO_NAZ,1542.5,19.28,19.47
CELL_00340,45.7172,9.4044,278.4,Calco,Calco Centro,22.842,4.41,S_CALCO_CHIESA,1431.4,17.89,18.32
CELL_00341,45.7172,9.4057,273.1,Calco,Calco Centro,25.17,4.86,S_CALCO_CHIESA,1345.2,16.82,17.48
CELL_00342,45.7172,9.407,279.4,Calco,Calco Centro,27.658,5.34,S_CALCO_CHIESA,1265.9,15.82,16.2
CELL_00343,45.7172,9.4083,287.0,Calco,Calco Centro,29.806,5.76,S_CALCO_CHIESA,1194.6,14.93,14.98
CELL_00344,45.7172,9.4096,279.3,Calco,Calco Centro,31.824,6.15,S_CALCO_CHIESA,1132.9,14.16,14.55
CELL_00345,45.7172,9.4109,274.4,Calco,Calco Centro,32.994,6.37,S_CALCO_CHIESA,1082.6,13.53,14.14
CELL_00346,45.7172,9.4122,280.4,Calco,Calco Centro,33.483,6.47,S_CALCO_CHIESA,1045.1,13.06,13.4
CELL_00347,45.7172,9.4135,281.8,Calco,Calco Centro,33.325,6.44,S_CALCO_CHIESA,1022.0,12.77,13.05
CELL_00348,45.7172,9.4148,281.1,Calco,Calco Centro,32.27,6.23,S_CALCO_CHIESA,1014.1,12.68,12.98
CELL_00349,45.7172,9.4161,281.6,Calco,Calco Centro,30.773,5.95,S_CALCO_CHIESA,1022.0,12.77,13.06
CELL_00350,45.7172,9.4174,275.6,Calco,Calco Centro,28.309,5.47,S_CALCO_CHIESA,1045.1,13.06,13.62
CELL_00351,45.7172,9.4187,261.7,Calco,Arlate,9.283,1.79,S_CALCO_CHIESA,1082.6,13.53,14.73
CELL_00352,45.7172,9.42,265.6,Calco,Arlate,11.677,2.26,S_ARLATE,1180.5,14.76,14.73
CELL_00353,45.7172,9.4213,269.8,Calco,Arlate,14.58,2.82,S_ARLATE,1054.8,13.19,12.98
CELL_00354,45.7172,9.4226,263.2,Calco,Arlate,18.148,3.51,S_ARLATE,929.4,11.62,11.7
CELL_00355,45.7172,9.4239,263.2,Calco,Arlate,22.711,4.39,S_ARLATE,804.1,10.05,10.13
CELL_00356,45.7172,9.4252,265.8,Calco,Arlate,28.191,5.45,S_ARLATE,679.3,8.49,8.46
CELL_00357,45.7172,9.4265,264.1,Calco,Arlate,34.782,6.72,S_ARLATE,555.1,6.94,6.98
CELL_00358,45.7172,9.4278,264.4,Calco,Arlate,43.363,8.38,S_ARLATE,432.2,5.4,5.43
CELL_00359,45.7172,9.4291,263.8,Calco,Arlate,53.266,10.29,S_ARLATE,311.9,3.9,3.95
CELL_00360,45.7172,9.4304,265.8,Calco,Arlate,65.244,12.61,S_ARLATE,199.0,2.49,2.45
CELL_00361,45.7172,9.4317,266.1,Calco,Arlate,75.235,14.54,S_ARLATE,117.7,1.47,1.42
CELL_00362,45.7172,9.433,266.9,Calco,Arlate,72.182,13.95,S_ARLATE,141.4,1.77,1.69
CELL_00363,45.7172,9.4343,265.4,Calco,Arlate,60.249,11.64,S_ARLATE,240.9,3.01,2.99
CELL_00364,45.7172,9.4356,266.1,Calco,Arlate,49.173,9.5,S_ARLATE,357.6,4.47,4.42
CELL_00365,45.7172,9.4369,262.8,Calco,Arlate,39.949,7.72,S_ARLATE,479.3,5.99,6.09
CELL_00366,45.7172,9.4382,261.7,Calco,Arlate,31.996,6.18,S_ARLATE,602.8,7.53,7.68
CELL_00367,45.7172,9.4395,261.4,Calco,Arlate,25.946,5.01,S_ARLATE,727.3,9.09,9.25
CELL_00368,45.7172,9.4408,265.6,Calco,Arlate,20.638,3.99,S_ARLATE,852.3,10.65,10.63
CELL_00369,45.7172,9.4421,263.5,Calco,Arlate,16.565,3.2,S_ARLATE,977.6,12.22,12.29
CELL_00370,45.7172,9.4434,263.5,Calco,Arlate,13.604,2.63,S_ARLATE,1103.1,13.79,13.85
CELL_00371,45.7172,9.4447,264.0,Calco,Arlate,10.709,2.07,S_ARLATE,1228.8,15.36,15.4
CELL_00372,45.7172,9.446,264.9,Calco,Arlate,8.61,1.66,S_ARLATE,1354.6,16.93,16.94
CELL_00373,45.7172,9.4473,263.7,Calco,Arlate,6.844,1.32,S_ARLATE,1480.5,18.51,18.56
CELL_00374,45.7172,9.4486,266.5,Calco,Arlate,5.841,1.13,S_ARLATE,1606.4,20.08,20.01
CELL_00375,45.7172,9.4499,266.5,Calco,Arlate,4.751,0.92,S_ARLATE,1732.4,21.65,21.59
CELL_00376,45.7181,9.368,363.9,Olgiate Molgora,San Zeno,3.345,0.74,S_SAN_ZENO,1655.8,20.7,20.75
CELL_00377,45.7181,9.3693,363.3,Olgiate Molgora,San Zeno,4.051,0.9,S_SAN_ZENO,1553.0,19.41,19.49
CELL_00378,45.7181,9.3706,360.1,Olgiate Molgora,San Zeno,4.795,1.07,S_SAN_ZENO,1453.9,18.17,18.39
CELL_00379,45.7181,9.3719,363.2,Olgiate Molgora,San Zeno,5.377,1.2,S_SAN_ZENO,1359.3,16.99,17.07
CELL_00380,45.7181,9.3732,371.6,Olgiate Molgora,San Zeno,6.406,1.42,S_SAN_ZENO,1270.3,15.88,15.59
CELL_00381,45.7181,9.3745,365.1,Olgiate Molgora,San Zeno,7.121,1.58,S_SAN_ZENO,1188.0,14.85,14.85
CELL_00382,45.7181,9.3758,362.2,Olgiate Molgora,San Zeno,8.117,1.81,S_SAN_ZENO,1113.9,13.92,14.05
CELL_00383,45.7181,9.3771,366.5,Olgiate Molgora,San Zeno,9.317,2.07,S_SAN_ZENO,1049.9,13.12,13.06
CELL_00384,45.7181,9.3784,358.9,Olgiate Molgora,San Zeno,10.27,2.28,S_SAN_ZENO,997.8,12.47,12.74
CELL_00385,45.7181,9.3797,367.2,Olgiate Molgora,San Zeno,10.709,2.38,S_SAN_ZENO,959.5,11.99,11.9
CELL_00386,45.7181,9.381,364.6,Olgiate Molgora,San Zeno,11.441,2.54,S_SAN_ZENO,936.9,11.71,11.73
CELL_00387,45.7181,9.3823,367.2,Olgiate Molgora,San Zeno,11.425,2.54,S_SAN_ZENO,931.0,11.64,11.54
CELL_00388,45.7181,9.3836,360.6,Olgiate Molgora,San Zeno,11.298,2.51,S_SAN_ZENO,942.1,11.78,11.97
CELL_00389,45.7181,9.3849,365.3,Olgiate Molgora,San Zeno,10.767,2.39,S_SAN_ZENO,969.7,12.12,12.11
CELL_00390,45.7181,9.3862,366.5,Olgiate Molgora,San Zeno,9.695,2.16,S_SAN_ZENO,1012.4,12.65,12.59
CELL_00391,45.7181,9.3875,366.5,Olgiate Molgora,San Zeno,9.134,2.03,S_SAN_ZENO,1068.4,13.35,13.29
CELL_00392,45.7181,9.3888,366.0,Olgiate Molgora,San Zeno,7.919,1.76,S_SAN_ZENO,1135.7,14.2,14.15
CELL_00393,45.7181,9.3901,360.8,Olgiate Molgora,San Zeno,7.05,1.57,S_SAN_ZENO,1212.5,15.16,15.34
CELL_00394,45.7181,9.3914,365.3,Olgiate Molgora,San Zeno,6.237,1.39,S_SAN_ZENO,1297.0,16.21,16.2
CELL_00395,45.7181,9.3927,358.1,Olgiate Molgora,San Zeno,5.229,1.16,S_SAN_ZENO,1387.9,17.35,17.65
CELL_00396,45.7181,9.394,362.0,Olgiate Molgora,San Zeno,4.418,0.98,S_SAN_ZENO,1484.0,18.55,18.68
CELL_00397,45.7181,9.3953,363.0,Olgiate Molgora,San Zeno,3.763,0.84,S_SAN_ZENO,1584.3,19.8,19.89
CELL_00398,45.7181,9.3966,367.5,Olgiate Molgora,San Zeno,3.364,0.75,S_CALCO_NAZ,1902.9,23.79,20.25
CELL_00399,45.7181,9.3992,275.1,Calco,Calco Centro,15.099,2.92,S_CALCO_NAZ,1705.8,21.32,21.54
CELL_00400,45.7181,9.4005,277.8,Calco,Calco Centro,17.51,3.38,S_CALCO_NAZ,1613.1,20.16,20.26
CELL_00401,45.7181,9.4018,274.6,Calco,Calco Centro,20.553,3.97,S_CALCO_NAZ,1525.2,19.06,19.3
CELL_00402,45.7181,9.4031,277.3,Calco,Calco Centro,23.688,4.58,S_CALCO_NAZ,1443.0,18.04,18.16
CELL_00403,45.7181,9.4044,278.8,Calco,Calco Centro,27.322,5.28,S_CALCO_NAZ,1367.5,17.09,17.15
CELL_00404,45.7181,9.4057,283.7,Calco,Calco Centro,30.718,5.93,S_CALCO_CHIESA,1253.7,15.67,15.86
CELL_00405,45.7181,9.407,278.9,Calco,Calco Centro,33.952,6.56,S_CALCO_CHIESA,1168.1,14.6,15.0
CELL_00406,45.7181,9.4083,279.7,Calco,Calco Centro,36.808,7.11,S_CALCO_CHIESA,1090.4,13.63,14.0
CELL_00407,45.7181,9.4096,279.8,Calco,Calco Centro,39.184,7.57,S_CALCO_CHIESA,1022.5,12.78,13.15
CELL_00408,45.7181,9.4109,280.6,Calco,Calco Centro,40.753,7.87,S_CALCO_CHIESA,966.4,12.08,12.41
CELL_00409,45.7181,9.4122,277.1,Calco,Calco Centro,41.529,8.02,S_CALCO_CHIESA,924.3,11.55,12.04
CELL_00410,45.7181,9.4135,275.2,Calco,Calco Centro,41.263,7.97,S_CALCO_CHIESA,898.0,11.23,11.8
CELL_00411,45.7181,9.4148,279.4,Calco,Calco Centro,39.982,7.72,S_CALCO_CHIESA,889.1,11.11,11.5
CELL_00412,45.7181,9.4161,277.8,Calco,Calco Centro,37.844,7.31,S_CALCO_CHIESA,898.0,11.23,11.68
CELL_00413,45.7181,9.4174,280.2,Calco,Calco Centro,34.978,6.76,S_CALCO_CHIESA,924.3,11.55,11.9
CELL_00414,45.7181,9.4187,278.1,Calco,Calco Centro,31.718,6.13,S_CALCO_CHIESA,966.4,12.08,12.52
CELL_00415,45.7181,9.42,267.5,Calco,Arlate,11.365,2.2,S_CALCO_CHIESA,1022.5,12.78,13.71
CELL_00416,45.7181,9.4213,267.5,Calco,Arlate,14.165,2.74,S_ARLATE,1075.2,13.44,13.33
CELL_00417,45.7181,9.4226,266.0,Calco,Arlate,17.296,3.34,S_ARLATE,952.4,11.91,11.86
CELL_00418,45.7181,9.4239,264.4,Calco,Arlate,21.348,4.12,S_ARLATE,830.7,10.38,10.41
CELL_00419,45.7181,9.4252,268.3,Calco,Arlate,26.528,5.13,S_ARLATE,710.6,8.88,8.74
CELL_00420,45.7181,9.4265,269.6,Calco,Arlate,32.416,6.26,S_ARLATE,593.0,7.41,7.21
CELL_00421,45.7181,9.4278,264.8,Calco,Arlate,39.597,7.65,S_ARLATE,479.8,6.0,6.01
CELL_00422,45.7181,9.4291,263.6,Calco,Arlate,47.913,9.26,S_ARLATE,375.1,4.69,4.75
CELL_00423,45.7181,9.4304,261.8,Calco,Arlate,55.587,10.74,S_ARLATE,288.2,3.6,3.74
CELL_00424,45.7181,9.4317,265.2,Calco,Arlate,60.613,11.71,S_ARLATE,239.3,2.99,2.98
CELL_00425,45.7181,9.433,264.4,Calco,Arlate,59.508,11.5,S_ARLATE,251.8,3.15,3.17
CELL_00426,45.7181,9.4343,265.6,Calco,Arlate,52.967,10.23,S_ARLATE,318.5,3.98,3.95
CELL_00427,45.7181,9.4356,264.0,Calco,Arlate,44.578,8.61,S_ARLATE,413.9,5.17,5.22
CELL_00428,45.7181,9.4369,262.2,Calco,Arlate,36.754,7.1,S_ARLATE,522.6,6.53,6.66
CELL_00429,45.7181,9.4382,267.6,Calco,Arlate,30.266,5.85,S_ARLATE,637.8,7.97,7.86
CELL_00430,45.7181,9.4395,268.8,Calco,Arlate,24.35,4.7,S_ARLATE,756.5,9.46,9.29
CELL_00431,45.7181,9.4408,263.1,Calco,Arlate,19.76,3.82,S_ARLATE,877.4,10.97,11.05
CELL_00432,45.7181,9.4421,259.8,Calco,Arlate,15.905,3.07,S_ARLATE,999.6,12.49,12.72
CELL_00433,45.7181,9.4434,264.1,Calco,Arlate,13.082,2.53,S_ARLATE,1122.6,14.03,14.07
CELL_00434,45.7181,9.4447,262.3,Calco,Arlate,10.451,2.02,S_ARLATE,1246.4,15.58,15.7
CELL_00435,45.7181,9.446,262.5,Calco,Arlate,8.344,1.61,S_ARLATE,1370.5,17.13,17.24
CELL_00436,45.7181,9.4473,265.7,Calco,Arlate,6.745,1.3,S_ARLATE,1495.1,18.69,18.66
CELL_00437,45.7181,9.4486,268.4,Calco,Arlate,5.599,1.08,S_ARLATE,1619.9,20.25,20.1
CELL_00438,45.719,9.3667,363.3,Olgiate Molgora,San Zeno,3.326,0.74,S_SAN_ZENO,1699.0,21.24,21.31
CELL_00439,45.719,9.368,362.8,Olgiate Molgora,San Zeno,3.896,0.87,S_SAN_ZENO,1588.9,19.86,19.96
CELL_00440,45.719,9.3693,366.6,Olgiate Molgora,San Zeno,4.564,1.02,S_SAN_ZENO,1481.5,18.52,18.45
CELL_00441,45.719,9.3706,367.8,Olgiate Molgora,San Zeno,5.421,1.21,S_SAN_ZENO,1377.2,17.22,17.09
CELL_00442,45.719,9.3719,361.2,Olgiate Molgora,San Zeno,6.126,1.36,S_SAN_ZENO,1277.0,15.96,16.13
CELL_00443,45.719,9.3732,363.8,Olgiate Molgora,San Zeno,7.463,1.66,S_SAN_ZENO,1181.7,14.77,14.82
CELL_00444,45.719,9.3745,365.9,Olgiate Molgora,San Zeno,8.776,1.95,S_SAN_ZENO,1092.8,13.66,13.62
